studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,plantedSeedlotStockDbId,plantedSeedlotStockUniquename,plantedSeedlotCurrentCount,plantedSeedlotCurrentWeightGram,plantedSeedlotBoxName,plantedSeedlotTransactionCount,plantedSeedlotTransactionWeight,plantedSeedlotTransactionDescription,availableGermplasmSeedlotUniquenames,FHB DON content - ppm|CO_321:0001154,FHB grain incidence - %|CO_321:0001155,FHB incidence - %|CO_321:0001149,FHB severity - %|CO_321:0001440,Grain test weight - g/l|CO_321:0001210,Heading time - Julian date (JD)|CO_321:0001233,notes
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",239851,19-22757,IL19-22757,plot,327333,IL_Scb_23-plot335,1,1,335,4,26,test,,,,,,,,,,,,10,,,,132,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300959,IL2021-18313,21-18313,plot,327061,IL_Scb_23-plot336,1,1,336,3,26,test,,,,,,,,,,,,15,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",271389,2020-1511,IL2020-1511,plot,327495,IL_Scb_23-plot337,1,1,337,2,26,test,,,,,,,,,,,,10,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300698,IL2021-46411,21-46411,plot,327126,IL_Scb_23-plot338,1,1,338,1,26,test,,,,,,,,,,,,15,,,,137,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",301015,IL2021-18124,21-18124,plot,327167,IL_Scb_23-plot339,1,1,339,1,27,test,,,,,,,,,,,,20,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",270990,2020-10275,IL2020-10275,plot,327099,IL_Scb_23-plot34,1,1,34,8,3,test,,,,,,,,,,,,30,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",271830,2020-2770,IL2020-2770,plot,327509,IL_Scb_23-plot340,1,1,340,2,27,test,,,,,,,,,,,,5,,,,133,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300009,IL2021-16772,21-16772,plot,327060,IL_Scb_23-plot341,1,1,341,3,27,test,,,,,,,,,,,,10,,,,133,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",271497,2020-16102,IL2020-16102,plot,327653,IL_Scb_23-plot342,1,1,342,4,27,test,,,,,,,,,,,,5,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300022,IL2021-34245,21-34245,plot,327623,IL_Scb_23-plot343,1,1,343,5,27,test,,,,,,,,,,,,5,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",272100,2020-5545,IL2020-5545,plot,326964,IL_Scb_23-plot344,1,1,344,6,27,test,,,,,,,,,,,,1,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292257,IL16LCSDH-06-T-2661-19,,plot,327321,IL_Scb_23-plot345,1,1,345,7,27,test,,,,,,,,,,,,25,,,,138,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300593,IL2021-35122,21-35122,plot,327449,IL_Scb_23-plot346,1,1,346,8,27,test,,,,,,,,,,,,1,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292446,IL16LCSDH-09-T-2664-16,,plot,326982,IL_Scb_23-plot347,1,1,347,9,27,test,,,,,,,,,,,,5,,,,137,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292358,IL16LCSDH-09-T-2664-24,,plot,327028,IL_Scb_23-plot348,1,1,348,10,27,test,,,,,,,,,,,,5,,,,137,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300952,IL2021-3902,21-3902,plot,327565,IL_Scb_23-plot349,1,1,349,11,27,test,,,,,,,,,,,,-9,,,,-9,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300629,IL2021-28578,21-28578,plot,327226,IL_Scb_23-plot35,1,1,35,9,3,test,,,,,,,,,,,,10,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299760,IL2021-24110,21-24110,plot,327268,IL_Scb_23-plot350,1,1,350,12,27,test,,,,,,,,,,,,30,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299487,IL2021-45701,21-45701,plot,327202,IL_Scb_23-plot351,1,1,351,13,27,test,,,,,,,,,,,,1,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299762,IL2021-37508,21-37508,plot,327709,IL_Scb_23-plot352,1,1,352,13,28,test,,,,,,,,,,,,15,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",301134,IL2021-19718,21-19718,plot,327516,IL_Scb_23-plot353,1,1,353,12,28,test,,,,,,,,,,,,10,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292242,IL16LCSDH-03-T-865-46,,plot,327646,IL_Scb_23-plot354,1,1,354,11,28,test,,,,,,,,,,,,-9,,,,-9,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299569,IL2021-14267,21-14267,plot,327600,IL_Scb_23-plot355,1,1,355,10,28,test,,,,,,,,,,,,10,,,,131,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300049,IL2021-16322,21-16322,plot,327652,IL_Scb_23-plot356,1,1,356,9,28,test,,,,,,,,,,,,15,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",271717,2020-1761,IL2020-1761,plot,326792,IL_Scb_23-plot357,1,1,357,8,28,test,,,,,,,,,,,,20,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",301117,IL2021-15245,21-15245,plot,327114,IL_Scb_23-plot358,1,1,358,7,28,test,,,,,,,,,,,,10,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",301207,IL2021-31432,21-31432,plot,327506,IL_Scb_23-plot359,1,1,359,6,28,test,,,,,,,,,,,,5,,,,137,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300908,IL2021-45957,21-45957,plot,327658,IL_Scb_23-plot36,1,1,36,10,3,test,,,,,,,,,,,,15,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299669,IL2021-17506,21-17506,plot,327194,IL_Scb_23-plot360,1,1,360,5,28,test,,,,,,,,,,,,15,,,,137,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299415,IL2021-14513,21-14513,plot,327725,IL_Scb_23-plot361,1,1,361,4,28,test,,,,,,,,,,,,10,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300270,IL2021-17428,21-17428,plot,327564,IL_Scb_23-plot362,1,1,362,3,28,test,,,,,,,,,,,,10,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",301093,IL2021-46035,21-46035,plot,327248,IL_Scb_23-plot363,1,1,363,2,28,test,,,,,,,,,,,,15,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300428,IL2021-15134,21-15134,plot,327802,IL_Scb_23-plot364,1,1,364,1,28,test,,,,,,,,,,,,5,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",239659,19-18957,IL19-18957,plot,327334,IL_Scb_23-plot365,1,1,365,1,29,test,,,,,,,,,,,,10,,,,133,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299255,IL2021-18468,21-18468,plot,327110,IL_Scb_23-plot366,1,1,366,2,29,test,,,,,,,,,,,,15,,,,132,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",240091,19-26709,IL19-26709,plot,327120,IL_Scb_23-plot367,1,1,367,3,29,test,,,,,,,,,,,,10,,,,132,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299496,IL2021-43970,21-43970,plot,327604,IL_Scb_23-plot368,1,1,368,4,29,test,,,,,,,,,,,,5,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300556,IL2021-43963,21-43963,plot,327259,IL_Scb_23-plot369,1,1,369,5,29,test,,,,,,,,,,,,15,,,,139,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292357,IL16LCSDH-02-T-864-29,,plot,327308,IL_Scb_23-plot37,1,1,37,11,3,test,,,,,,,,,,,,15,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300443,IL2021-18220,21-18220,plot,326992,IL_Scb_23-plot370,1,1,370,6,29,test,,,,,,,,,,,,20,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300673,IL2021-36747,21-36747,plot,327337,IL_Scb_23-plot371,1,1,371,7,29,test,,,,,,,,,,,,15,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292447,IL16LCSDH-06-T-2661-21,,plot,327577,IL_Scb_23-plot372,1,1,372,8,29,test,,,,,,,,,,,,15,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",271428,2020-15429,IL2020-15429,plot,327440,IL_Scb_23-plot373,1,1,373,9,29,test,,,,,,,,,,,,10,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",301058,IL2021-39143,21-39143,plot,327704,IL_Scb_23-plot374,1,1,374,10,29,test,,,,,,,,,,,,10,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",239648,19-18837,IL19-18837,plot,327570,IL_Scb_23-plot375,1,1,375,11,29,test,,,,,,,,,,,,-9,,,,-9,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300578,IL2021-19736,21-19736,plot,327669,IL_Scb_23-plot376,1,1,376,12,29,test,,,,,,,,,,,,20,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299379,IL2021-13712,21-13712,plot,327035,IL_Scb_23-plot377,1,1,377,13,29,test,,,,,,,,,,,,25,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300167,IL2021-17968,21-17968,plot,327076,IL_Scb_23-plot378,1,1,378,13,30,test,,,,,,,,,,,,15,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300363,IL2021-17156,21-17156,plot,327535,IL_Scb_23-plot379,1,1,379,12,30,test,,,,,,,,,,,,15,,,,137,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",271459,2020-15726,IL2020-15726,plot,326844,IL_Scb_23-plot38,1,1,38,12,3,test,,,,,,,,,,,,20,,,,137,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",239409,19-13713,IL19-13713,plot,327370,IL_Scb_23-plot380,1,1,380,11,30,test,,,,,,,,,,,,-9,,,,-9,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300229,IL2021-40317,21-40317,plot,326901,IL_Scb_23-plot381,1,1,381,10,30,test,,,,,,,,,,,,5,,,,137,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299268,IL2021-43966,21-43966,plot,327552,IL_Scb_23-plot382,1,1,382,9,30,test,,,,,,,,,,,,10,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",271163,2020-12665,IL2020-12665,plot,326927,IL_Scb_23-plot383,1,1,383,8,30,test,,,,,,,,,,,,15,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",239645,19-18826,IL19-18826,plot,327648,IL_Scb_23-plot384,1,1,384,7,30,test,,,,,,,,,,,,5,,,,139,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300387,IL2021-44064,21-44064,plot,327192,IL_Scb_23-plot385,1,1,385,6,30,test,,,,,,,,,,,,2,,,,138,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299252,IL2021-43205,21-43205,plot,327350,IL_Scb_23-plot386,1,1,386,5,30,test,,,,,,,,,,,,15,,,,137,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299655,IL2021-40608,21-40608,plot,327066,IL_Scb_23-plot387,1,1,387,4,30,test,,,,,,,,,,,,15,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292273,IL16LCSDH-06-T-2661-39,,plot,327579,IL_Scb_23-plot388,1,1,388,3,30,test,,,,,,,,,,,,15,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292132,IL16LCSDH-01-T-863-10,,plot,327688,IL_Scb_23-plot389,1,1,389,2,30,test,,,,,,,,,,,,5,,,,140,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292301,IL16LCSDH-01-T-863-5,,plot,327732,IL_Scb_23-plot39,1,1,39,13,3,test,,,,,,,,,,,,30,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300973,IL2021-16576,21-16576,plot,326926,IL_Scb_23-plot390,1,1,390,1,30,test,,,,,,,,,,,,15,,,,139,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",272160,2020-6254,IL2020-6254,plot,327141,IL_Scb_23-plot391,1,1,391,1,31,test,,,,,,,,,,,,10,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300818,IL2021-36257,21-36257,plot,327355,IL_Scb_23-plot392,1,1,392,2,31,test,,,,,,,,,,,,2,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",271266,2020-13902,IL2020-13902,plot,327584,IL_Scb_23-plot393,1,1,393,3,31,test,,,,,,,,,,,,10,,,,133,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300592,IL2021-4856,21-4856,plot,327229,IL_Scb_23-plot394,1,1,394,4,31,test,,,,,,,,,,,,5,,,,133,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300473,IL2021-18152,21-18152,plot,327622,IL_Scb_23-plot395,1,1,395,5,31,test,,,,,,,,,,,,5,,,,137,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299215,IL2021-33409,21-33409,plot,326897,IL_Scb_23-plot396,1,1,396,6,31,test,,,,,,,,,,,,10,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292128,IL16LCSDH-03-T-865-28,,plot,326939,IL_Scb_23-plot397,1,1,397,7,31,test,,,,,,,,,,,,20,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292311,IL16LCSDH-04-T-2659-8,,plot,327004,IL_Scb_23-plot398,1,1,398,8,31,test,,,,,,,,,,,,10,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292477,IL16LCSDH-02-T-864-6,,plot,327225,IL_Scb_23-plot399,1,1,399,9,31,test,,,,,,,,,,,,1,,,,133,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300970,IL2021-17866,21-17866,plot,327624,IL_Scb_23-plot4,1,1,4,4,1,test,,,,,,,,,,,,40,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299574,IL2021-22316,21-22316,plot,326969,IL_Scb_23-plot40,1,1,40,13,4,test,,,,,,,,,,,,20,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",301162,IL2021-43330,21-43330,plot,327289,IL_Scb_23-plot400,1,1,400,10,31,test,,,,,,,,,,,,5,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",239396,19-13451,IL19-13451,plot,327696,IL_Scb_23-plot401,1,1,401,11,31,test,,,,,,,,,,,,-9,,,,-9,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",240245,19-5122,IL19-5122,plot,327524,IL_Scb_23-plot402,1,1,402,12,31,test,,,,,,,,,,,,15,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300482,IL2021-20345,21-20345,plot,327586,IL_Scb_23-plot403,1,1,403,13,31,test,,,,,,,,,,,,10,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",271199,2020-13145,IL2020-13145,plot,327272,IL_Scb_23-plot404,1,1,404,13,32,test,,,,,,,,,,,,10,,,,133,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300249,IL2021-39812,21-39812,plot,327372,IL_Scb_23-plot405,1,1,405,12,32,test,,,,,,,,,,,,10,,,,133,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292352,IL16LCSDH-09-T-2664-30,,plot,327479,IL_Scb_23-plot406,1,1,406,11,32,test,,,,,,,,,,,,-9,,,,-9,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",272153,2020-6205,IL2020-6205,plot,326794,IL_Scb_23-plot407,1,1,407,10,32,test,,,,,,,,,,,,10,,,,133,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300239,IL2021-25411,21-25411,plot,326963,IL_Scb_23-plot408,1,1,408,9,32,test,,,,,,,,,,,,5,,,,136,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",271081,2020-11426,IL2020-11426,plot,327434,IL_Scb_23-plot409,1,1,409,8,32,test,,,,,,,,,,,,3,,,,134,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300817,IL2021-38956,21-38956,plot,327050,IL_Scb_23-plot41,1,1,41,12,4,test,,,,,,,,,,,,30,,,,132,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",300448,IL2021-31429,21-31429,plot,327149,IL_Scb_23-plot410,1,1,410,7,32,test,,,,,,,,,,,,3,,,,135,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",292166,IL16LCSDH-07-T-2662-202,,plot,327730,IL_Scb_23-plot411,1,1,411,6,32,test,,,,,,,,,,,,10,,,,138,
2023,326,University of Illinois,Wheat breeding program at the University of Illinois,1396,IL_Scb_23,Scab evaluation of Illinois breeding lines,p-rep,,,,,,2022-September-29,,26,"Urbana, IL",299562,IL2021-44011,21-44011,plot,327217,IL_Scb_23-plot412,1,1,412,5,32,test,,,,,,,,,,,,10,,,,135,
