"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","plantedSeedlotStockDbId","plantedSeedlotStockUniquename","plantedSeedlotCurrentCount","plantedSeedlotCurrentWeightGram","plantedSeedlotBoxName","plantedSeedlotTransactionCount","plantedSeedlotTransactionWeight","plantedSeedlotTransactionDescription","availableGermplasmSeedlotUniquenames","Soil borne mosaic plant response - 0-9 Response Scale|CO_321:0501140","notes"
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240220","19-4151","IL19-4151","plot","301533","SBMV_Urb_21-rep2-19-4151_2079","2","2","2079","63","3","test","","","","","","","","","","","7",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240222","19-4176","","plot","301560","SBMV_Urb_21-rep2-19-4176_2017","2","2","2017","48","1","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240227","19-4238","","plot","301467","SBMV_Urb_21-rep2-19-4238_2027","2","2","2027","50","3","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240236","19-5009","","plot","301308","SBMV_Urb_21-rep2-19-5009_2119","2","2","2119","73","3","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240245","19-5122","IL19-5122","plot","301585","SBMV_Urb_21-rep2-19-5122_2055","2","2","2055","57","3","test","","","","","","","","","","","5",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240249","19-5152","","plot","301290","SBMV_Urb_21-rep2-19-5152_2081","2","2","2081","64","1","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240261","19-5466","","plot","301582","SBMV_Urb_21-rep2-19-5466_2082","2","2","2082","64","2","test","","","","","","","","","","","5",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240264","19-5632","IL19-5632","plot","301488","SBMV_Urb_21-rep2-19-5632_2041","2","2","2041","54","1","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240280","19-6308","","plot","301355","SBMV_Urb_21-rep2-19-6308_2040","2","2","2040","53","4","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240298","19-6637","IL19-6637","plot","301363","SBMV_Urb_21-rep2-19-6637_2048","2","2","2048","55","4","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240301","19-6704","","plot","301326","SBMV_Urb_21-rep2-19-6704_2165","2","2","2165","85","1","test","","","","","","","","","","","4",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240306","19-6946","IL19-6946","plot","301447","SBMV_Urb_21-rep2-19-6946_2172","2","2","2172","86","4","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240350","19-8449","","plot","301367","SBMV_Urb_21-rep2-19-8449_2030","2","2","2030","51","2","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240370","19-8870","","plot","301364","SBMV_Urb_21-rep2-19-8870_2149","2","2","2149","81","1","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240371","19-8871","","plot","301574","SBMV_Urb_21-rep2-19-8871_2105","2","2","2105","70","1","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240372","19-8909","","plot","301486","SBMV_Urb_21-rep2-19-8909_2147","2","2","2147","80","3","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240391","19-9608","","plot","301463","SBMV_Urb_21-rep2-19-9608_2107","2","2","2107","70","3","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","84789","Kaskaskia","","plot","301348","SBMV_Urb_21-rep2-Kaskaskia_2056","2","2","2056","57","4","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","100570","Pio 25R74","25R74,P25R74,Pio 25R74","plot","301306","SBMV_Urb_21-rep2-Pio 25R74_2132","2","2","2132","76","4","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","100720","Rosette","","plot","301591","SBMV_Urb_21-rep2-Rosette_2159","2","2","2159","83","3","test","","","","","","","","","","","6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240803","US16-IL-061-032","","plot","301432","SBMV_Urb_21-rep2-US16-IL-061-032_2160","2","2","2160","83","4","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240805","US16-IL-061-068","","plot","301442","SBMV_Urb_21-rep2-US16-IL-061-068_2143","2","2","2143","79","3","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240814","US16-IL-063-026","","plot","301292","SBMV_Urb_21-rep2-US16-IL-063-026_2115","2","2","2115","72","3","test","","","","","","","","","","","5",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240817","US16-IL-063-063","WSC 1663","plot","301433","SBMV_Urb_21-rep2-US16-IL-063-063_2170","2","2","2170","86","2","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240834","US17-IL-108-039","","plot","301349","SBMV_Urb_21-rep2-US17-IL-108-039_2038","2","2","2038","53","2","test","","","","","","","","","","","2",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240412","US17-IL-108-067-3","","plot","301425","SBMV_Urb_21-rep2-US17-IL-108-067-3_2015","2","2","2015","47","3","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240840","US17-IL-108-070","","plot","301512","SBMV_Urb_21-rep2-US17-IL-108-070_2101","2","2","2101","69","1","test","","","","","","","","","","","6",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240851","US17-IL-111-005","","plot","301428","SBMV_Urb_21-rep2-US17-IL-111-005_2054","2","2","2054","57","2","test","","","","","","","","","","","3",""
"2022","326","University of Illinois","Wheat breeding program at the University of Illinois","1335","IL_SBMV_22","Evaluation of resistance to Soilbourne Mosaic Virus resistance","RCBD","","","","no","no","2021-October-05","","26","Urbana, IL","240852","US17-IL-111-006","","plot","301623","SBMV_Urb_21-rep2-US17-IL-111-006_2137","2","2","2137","78","1","test","","","","","","","","","","","4",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","272453","2020-9856","IL2020-9856","plot","327879","IL_SMBV_23-plot1.10.1","1","1","37","","10","test","","","","","","","","","","","6",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","272153","2020-6205","IL2020-6205","plot","328114","IL_SMBV_23-plot1.10.2","1","1","38","","10","test","","","","","","","","","","","1",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292513","IL16LCSDH-07-T-2662-241","","plot","327920","IL_SMBV_23-plot1.10.3","1","1","39","","10","test","","","","","","","","","","","6",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292314","IL16LCSDH-04-T-2659-3","","plot","327849","IL_SMBV_23-plot1.10.4","1","1","40","","10","test","","","","","","","","","","","7",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","100720","Rosette","","plot","327819","IL_SMBV_23-plot1.1.1","1","1","1","","1","check","","","","","","","","","","","9",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292343","IL16LCSDH-09-T-2664-27","","plot","328121","IL_SMBV_23-plot1.11.1","1","1","41","","11","test","","","","","","","","","","","4",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271487","2020-16022","IL2020-16022","plot","327973","IL_SMBV_23-plot1.11.2","1","1","42","","11","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","240001","19-25469","IL19-25469","plot","327862","IL_SMBV_23-plot1.11.3","1","1","43","","11","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","239645","19-18826","IL19-18826","plot","327875","IL_SMBV_23-plot1.11.4","1","1","44","","11","test","","","","","","","","","","","3",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292166","IL16LCSDH-07-T-2662-202","","plot","328091","IL_SMBV_23-plot1.1.2","1","1","2","","1","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292185","IL16LCSDH-01-T-863-63","","plot","328063","IL_SMBV_23-plot1.12.1","1","1","45","","12","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271026","2020-10630","IL2020-10630","plot","327955","IL_SMBV_23-plot1.12.2","1","1","46","","12","test","","","","","","","","","","","2",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","239479","19-14933","19-14933,IL19-14933","plot","328128","IL_SMBV_23-plot1.12.3","1","1","47","","12","test","","","","","","","","","","","1",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292217","IL16LCSDH-10-T-2665-42","","plot","327873","IL_SMBV_23-plot1.12.4","1","1","48","","12","test","","","","","","","","","","","2",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292491","IL16LCSDH-04-T-2659-20","","plot","328052","IL_SMBV_23-plot1.1.3","1","1","3","","1","test","","","","","","","","","","","-9",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271574","2020-16641","IL2020-16641","plot","327991","IL_SMBV_23-plot1.13.1","1","1","49","","13","test","","","","","","","","","","","3",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","100570","Pio 25R74","25R74,P25R74,Pio 25R74","plot","328005","IL_SMBV_23-plot1.13.2","1","1","50","","13","test","","","","","","","","","","","2",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292461","IL16LCSDH-09-T-2664-18","","plot","327911","IL_SMBV_23-plot1.13.3","1","1","51","","13","test","","","","","","","","","","","6",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271121","2020-11841","IL2020-11841","plot","328103","IL_SMBV_23-plot1.13.4","1","1","52","","13","test","","","","","","","","","","","6",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292442","IL16LCSDH-04-T-2659-212","","plot","327974","IL_SMBV_23-plot1.1.4","1","1","4","","1","test","","","","","","","","","","","8",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","272180","2020-6633","IL2020-6633","plot","328002","IL_SMBV_23-plot1.14.1","1","1","53","","14","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292257","IL16LCSDH-06-T-2661-19","","plot","328010","IL_SMBV_23-plot1.14.2","1","1","54","","14","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","239792","19-21760","IL19-21760","plot","327817","IL_SMBV_23-plot1.14.3","1","1","55","","14","test","","","","","","","","","","","2",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","270999","2020-10322","IL2020-10322","plot","328084","IL_SMBV_23-plot1.14.4","1","1","56","","14","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","239462","19-14617","IL19-14617","plot","327910","IL_SMBV_23-plot1.15.1","1","1","57","","15","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","272110","2020-571","IL2020-571","plot","328013","IL_SMBV_23-plot1.15.2","1","1","58","","15","test","","","","","","","","","","","2",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271757","2020-2101","IL2020-2101","plot","327841","IL_SMBV_23-plot1.15.3","1","1","59","","15","test","","","","","","","","","","","2",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292339","IL16LCSDH-09-T-2664-36","","plot","327956","IL_SMBV_23-plot1.15.4","1","1","60","","15","test","","","","","","","","","","","7",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","96998","16-8048","IL16-8048,WSC 1148","plot","328046","IL_SMBV_23-plot1.16.1","1","1","61","","16","test","","","","","","","","","","","6",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292128","IL16LCSDH-03-T-865-28","","plot","327887","IL_SMBV_23-plot1.16.2","1","1","62","","16","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","272293","2020-7737","IL2020-7737","plot","327949","IL_SMBV_23-plot1.16.3","1","1","63","","16","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","272084","2020-5369","IL2020-5369","plot","327961","IL_SMBV_23-plot1.16.4","1","1","64","","16","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292508","IL16LCSDH-07-T-2662-201","","plot","328138","IL_SMBV_23-plot1.17.1","1","1","65","","17","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271825","2020-2749","IL2020-2749","plot","327850","IL_SMBV_23-plot1.17.2","1","1","66","","17","test","","","","","","","","","","","6",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271403","2020-15256","IL2020-15256","plot","328041","IL_SMBV_23-plot1.17.3","1","1","67","","17","test","","","","","","","","","","","3",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271389","2020-1511","IL2020-1511","plot","327963","IL_SMBV_23-plot1.17.4","1","1","68","","17","test","","","","","","","","","","","2",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","239603","19-17546","IL19-17546","plot","328078","IL_SMBV_23-plot1.18.1","1","1","69","","18","test","","","","","","","","","","","1",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292350","IL16LCSDH-04-T-2659-232","","plot","327914","IL_SMBV_23-plot1.18.2","1","1","70","","18","test","","","","","","","","","","","9",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","272395","2020-9168","IL2020-9168","plot","328008","IL_SMBV_23-plot1.18.3","1","1","71","","18","test","","","","","","","","","","","4",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","311694","25R76","Pio 25R76","plot","327831","IL_SMBV_23-plot1.18.4","1","1","72","","18","test","","","","","","","","","","","1",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","239636","19-18153","IL19-18153","plot","327909","IL_SMBV_23-plot1.19.1","1","1","73","","19","test","","","","","","","","","","","4",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271501","2020-16118","IL2020-16118","plot","327922","IL_SMBV_23-plot1.19.2","1","1","74","","19","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292196","IL16LCSDH-04-T-2659-225","","plot","328088","IL_SMBV_23-plot1.19.3","1","1","75","","19","test","","","","","","","","","","","1",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","240245","19-5122","IL19-5122","plot","327811","IL_SMBV_23-plot1.19.4","1","1","76","","19","test","","","","","","","","","","","6",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292311","IL16LCSDH-04-T-2659-8","","plot","328000","IL_SMBV_23-plot1.20.1","1","1","77","","20","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271932","2020-40034","IL2020-40034","plot","327918","IL_SMBV_23-plot1.20.2","1","1","78","","20","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271497","2020-16102","IL2020-16102","plot","328109","IL_SMBV_23-plot1.20.3","1","1","79","","20","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292506","IL16LCSDH-04-T-2659-207","","plot","328058","IL_SMBV_23-plot1.20.4","1","1","80","","20","test","","","","","","","","","","","6",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","272216","2020-7024","IL2020-7024","plot","328102","IL_SMBV_23-plot1.2.1","1","1","5","","2","test","","","","","","","","","","","6",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","84789","Kaskaskia","","plot","327886","IL_SMBV_23-plot1.2.2","1","1","6","","2","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","292309","IL16LCSDH-03-T-865-39","","plot","327833","IL_SMBV_23-plot1.2.3","1","1","7","","2","test","","","","","","","","","","","-9",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271741","2020-2010","IL2020-2010","plot","328105","IL_SMBV_23-plot1.2.4","1","1","8","","2","test","","","","","","","","","","","2",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","239610","19-17662","IL19-17662","plot","328153","IL_SMBV_23-plot1.3.1","1","1","9","","3","test","","","","","","","","","","","5",""
"2023","326","University of Illinois","Wheat breeding program at the University of Illinois","1397","IL_SBMV_23","SBMV evaluation of Illinois breeding lines","RCBD","","","","","","2022-October-06","","26","Urbana, IL","271864","2020-3234","IL2020-3234","plot","327889","IL_SMBV_23-plot1.3.2","1","1","10","","3","test","","","","","","","","","","","4",""
